address,bathrooms,bedrooms,parking,landArea,price,primaryPropertyType,propertyFeatures,state,suburb,postcode
"Lot 2314 Whelk Close, Point Lonsdale VIC 3225",2,4,2,800,"From $1,999,092",House,"Alfresco, Butler's Pantry, Dining, Ensuite, Family, Laundry, Lounge, Porch, Powder Room, Private Master Bedroom, Study, Walk-in Linen, Walk-in Robe, Palm Springs Facade, Raked Ceiling, Hydronic Heating, Carpet & Tiles throughout, Butlers Pantry, Double Glazed Windows & Sliding Doors",VIC,Point Lonsdale,3225
"Lot 1432 Fawkner Crescent, Armstrong Creek VIC 3217",2,4,2,509,"From $904,818",House,"Alfresco, Dining, Ensuite, Family, Laundry, Lounge, Porch, Walk-in Pantry, Walk-in Robe, Beach Facade, Carpet & Tiles throughout, 900mm Westinghouse Applainces, Carpet & Tiles throughout, Ceiling Height - 2550mm (8 foot 6), Under Roof Alfresco",VIC,Armstrong Creek,3217
"39-41 Websters Road, Templestowe VIC 3106",2,4,2,4000,"$2,698,000",House,,VIC,Templestowe,3106
"303/27 Wilson Avenue, Brunswick VIC 3056",1,1,0,,"EOI $400,000 - $435,000",Apartment,,VIC,Brunswick,3056
"4 Bancroft Place, Metung VIC 3904",0,0,0,1170,"$475,000",Land,,VIC,Metung,3904
"340 Beach Road, Black Rock VIC 3193",2,4,2,,"$3,000,000 - $3,300,000",House,,VIC,Black Rock,3193
"Lot 506 Gumdrop Drive, Ocean Grove VIC 3226",2,4,2,557,"$1,020,600",House,,VIC,Ocean Grove,3226
"Lot 523 Ripview Drive, Ocean Grove VIC 3226",2,4,2,532,"$1,024,800",House,,VIC,Ocean Grove,3226
"Lot 504 Wattleside Drive, Ocean Grove VIC 3226",2,4,2,544,"$1,118,300",House,,VIC,Ocean Grove,3226
"Lot 601 Coastal Boulevard, Ocean Grove VIC 3226",2,4,2,645,"$1,129,800",House,,VIC,Ocean Grove,3226
"Lot 536 Ripview Drive, Ocean Grove VIC 3226",2,4,2,834,"$1,215,800",House,,VIC,Ocean Grove,3226
"Lot 535 Ripview Drive, Ocean Grove VIC 3226",2,4,2,693,"$1,178,100",House,,VIC,Ocean Grove,3226
"Lot 527 Ripview Drive, Ocean Grove VIC 3226",2,4,2,608,"$1,057,600",House,,VIC,Ocean Grove,3226
"Lot 507 Gumdrop Drive, Ocean Grove VIC 3226",2,4,2,448,"$961,400",House,,VIC,Ocean Grove,3226
"5 Abram Court, Frankston South VIC 3199",2,4,2,666,"$980,000 - $1,060,000",House,,VIC,Frankston South,3199
"45/52-70 Centre Dandenong Road, Dingley Village VIC 3172",1,2,1,212,"$620,000 - $680,000","House,Any",,VIC,Dingley Village,3172
"88 Ocean Reach, Cape Woolamai VIC 3925",1,2,2,,"$699,000 - $768,900",House,,VIC,Cape Woolamai,3925
"16 Pavo Street, Belmont VIC 3216",1,3,2,676,,House,,VIC,Belmont,3216
"101/276 Neerim Road, Carnegie VIC 3163",2,2,1,,,Apartment,,VIC,Carnegie,3163
"519/199 William Street, Melbourne VIC 3000",1,2,0,,,Apartment,,VIC,Melbourne,3000
"4D Cobar Street, Bentleigh East VIC 3165",2,3,1,,Contact Agent,Townhouse/Villa,,VIC,Bentleigh East,3165
"9B Heytesbury Drive, Leopold VIC 3224",0,0,0,393,"$309,000 - $339,000",Land,,VIC,Leopold,3224
"630 Cumberland Boulevard, Winter Valley VIC 3358",2,4,2,448,,House,"Ensuite, Floorboards, Built in wardrobes, Internal Laundry, Cable or Satellite, Gas, Broadband internet access, Bath, Energy efficient appliances, Double glazed windows, Heating, Secure Parking",VIC,Winter Valley,3358
"1 Cawl Court, Sunbury VIC 3429",1,3,2,733,"$550,000 - $589,000",House,,VIC,Sunbury,3429
"1212/181 ABeckett Street, Melbourne VIC 3000",1,1,0,,"$299,000 - $328,000",Apartment,"Air conditioning, Balcony / Deck, Built in wardrobes, Gym, Intercom",VIC,Melbourne,3000
"20 Cochranes Road, Mernda VIC 3754",2,3,2,,"ESR $640,000 - $704,000",House,"Air Conditioning, Close to Shops, Close to Schools, Study",VIC,Mernda,3754
"Lot 207 / 23 Remarkables Drive, Winter Valley VIC 3358",2,3,2,,,"Any,House,House,Land,Any",,VIC,Winter Valley,3358
"Lot 7 / 3 Vue Court, Daylesford VIC 3460",3,4,2,,,"Any,House,House,Land,Any",,VIC,Daylesford,3460
"Lot 2 / 52 Frederick Street, Smeaton VIC 3364",2,4,2,,,"Any,House,House,Land,Any",,VIC,Smeaton,3364
"Lot 10 / 9 Oaktree Lane, Creswick VIC 3363",2,3,2,,,"Any,House,House,Land,Any",,VIC,Creswick,3363
"15 Grubissa Court, Benalla VIC 3672",2,3,1,439,"$420,000 - $460,000",House,,VIC,Benalla,3672
"74 Highline Boulevard, Truganina VIC 3029",2,4,2,293.07,"Auction- $600,000-$660,000",House,,VIC,Truganina,3029
"2210 Luxembourg Avenue, Clyde North VIC 3978",2,4,2,,"$811,829",House,,VIC,Clyde North,3978
"1029 Shelterbelt Avenue, Weir Views VIC 3338",2,4,2,,"$726,548",House,,VIC,Weir Views,3338
"24 Bakanovi Drive, Truganina VIC 3029",2,3,2,,Contact Agent!,House,,VIC,Truganina,3029
"Lot 49PP5058 / 33 Olinda Street, Beaufort VIC 3373",2,3,2,,,"Any,House,House,Land,Any",,VIC,Beaufort,3373
"Lot 49PP5058 / 33 Olinda Street, Beaufort VIC 3373",2,3,2,,,"Any,House,House,Land,Any",,VIC,Beaufort,3373
"26 Short Street, Portland VIC 3305",2,4,2,758,"$535,000",House,,VIC,Portland,3305
"1714 Utopia Way, Weir Views VIC 3338",2,4,2,,"$637,772",House,,VIC,Weir Views,3338
"2227 Acadia Road, Clyde North VIC 3978",2,4,2,,"$777,648",House,,VIC,Clyde North,3978
"16 Pavo Street, Belmont VIC 3216",1,3,2,676,,House,,VIC,Belmont,3216
"101/276 Neerim Road, Carnegie VIC 3163",2,2,1,,,Apartment,,VIC,Carnegie,3163
"519/199 William Street, Melbourne VIC 3000",1,2,0,,,Apartment,,VIC,Melbourne,3000
"702 Bauera Road, Officer VIC 3809",2,4,2,,"$817,648",House,,VIC,Officer,3809
"30919 Cowal Street, Truganina VIC 3029",2,4,2,,"$711,973",House,,VIC,Truganina,3029
"30631 Rangipo Street, Truganina VIC 3029",2,3,2,,"$602,510",House,,VIC,Truganina,3029
"747 Hansel Avenue, Officer VIC 3809",2,4,2,,"$799,093",House,,VIC,Officer,3809
"4/209 Nepean Street, Greensborough VIC 3088",2,3,2,,"ESR: $850,000 - $895,000",Townhouse/Villa,,VIC,Greensborough,3088
"107/209-211 Bay Street, Brighton VIC 3186",1,2,1,,"$550,000 - $600,000",Apartment,,VIC,Brighton,3186
"10 Rosewood Drive, Ocean Grove VIC 3226",2,4,2,476,"$999,000 - $1,049,000",House,,VIC,Ocean Grove,3226
"265-325 Lovely Banks Road, Moorabool VIC 3213",0,0,0,200000,Contact Agent !!!,Land,,VIC,Moorabool,3213
"806 Anaheim Avenue, Huntly VIC 3551",1,2,1,314,"From $475,580",House,"Ensuite, Floorboards, Built in wardrobes, Internal Laundry, Cable or Satellite, Gas, Broadband internet access, Bath, Fireplace(s), Heating, Double glazed windows, Energy efficient appliances, Secure Parking",VIC,Huntly,3551
"1/14 Hutton Street, Thornbury VIC 3071",1,1,1,,"EOI $320,000 - $350,000",Apartment,,VIC,Thornbury,3071
"401 Haines Street, Nerrina VIC 3350",2,3,2,352,"$565,000 - $585,000",House,,VIC,Nerrina,3350
"32 Ling Drive, Rowville VIC 3178",3,5,2,726,"$1,200,000 - $1,300,000",House,,VIC,Rowville,3178
"15 Gordon Street, Rye VIC 3941",3,3,3,1020,"Private Sale | 1,400,000 - $1,540,000",House,,VIC,Rye,3941
"6 Rosa Street, Templestowe Lower VIC 3107",2,4,4,954,"$1,400,000 - $1,500,000",House,,VIC,Templestowe Lower,3107
"3 Buxton Street, Chirnside Park VIC 3116",2,4,2,412,"$1,000,000 -  $1,100,000",House,"Air Conditioning, Close to Transport, Close to Shops, Close to Schools, Ensuite, Security System, Dishwasher, Floorboards",VIC,Chirnside Park,3116
"23 Rush Lily Drive, Officer VIC 3809",2,4,2,400,"$795,000 - $860,000",House,"Close to Transport, Close to Shops, Close to Schools",VIC,Officer,3809
"3 Lavender Court, Caroline Springs VIC 3023",2,3,1,320,Private Sale - By Negotiation,House,Pet Friendly,VIC,Caroline Springs,3023
"3/20A Emmett Street, Golden Square VIC 3555",2,3,1,320,"$450,000 - $485,000",Apartment,"Built-in Robes, Air-Conditioner, Split System Heating, Remote Garage",VIC,Golden Square,3555
"15 Factory Street, Buln Buln VIC 3821",2,5,5,2834,"$1,350,000-$1,400,000",House,,VIC,Buln Buln,3821
"204/623 Sydney Road, Brunswick VIC 3056",1,1,1,,"$440,000 - $480,000",Apartment,,VIC,Brunswick,3056
"16 Pavo Street, Belmont VIC 3216",1,3,2,676,,House,,VIC,Belmont,3216
"101/276 Neerim Road, Carnegie VIC 3163",2,2,1,,,Apartment,,VIC,Carnegie,3163
"519/199 William Street, Melbourne VIC 3000",1,2,0,,,Apartment,,VIC,Melbourne,3000
"30 Gunangara Drive, Campbells Creek VIC 3451",0,0,0,799,"$259,000",Land,,VIC,Campbells Creek,3451
"11 Pigeon Street, Charlemont VIC 3217",0,0,0,313,"$300,000-$330,000",Land,,VIC,Charlemont,3217
"6 Hummingbird Place, South Morang VIC 3752",2,3,2,190,"ESR: $500,000 - $550,000",House,,VIC,South Morang,3752
"3 Venus Court, Thomastown VIC 3074",1,4,2,546,"ESR:: $650,000 - $715,000",House,,VIC,Thomastown,3074
"28 Edward Street, Horsham VIC 3400",1,2,2,628,,House,,VIC,Horsham,3400
"2510 Bronx Street, Berwick VIC 3806",2,4,2,,"$809,990",House,,VIC,Berwick,3806
"2480 Royal Mile Avenue, Berwick VIC 3806",2,3,2,,"$765,283",House,,VIC,Berwick,3806
"36 Carnival Boulevard, Berwick VIC 3806",2,2,1,,"$590,000 - $620,000",House,Study,VIC,Berwick,3806
"26 Paradise Circuit, Armstrong Creek VIC 3217",0,0,0,217,"$270,000-$290,000",Land,,VIC,Armstrong Creek,3217
"24 Juliete Street, Strathtulloh VIC 3338",0,0,0,391,"$330,000 TO $360,000",Land,,VIC,Strathtulloh,3338
"10 Gracehill Mews, Cranbourne VIC 3977",0,0,0,710,"$650,000 - $700,000",Land,,VIC,Cranbourne,3977
"3/12 Oxford Street, Box Hill VIC 3128",1,1,1,,"$330,000 - $360,000",Apartment,,VIC,Box Hill,3128
"Lot 534 Ripview Drive, Ocean Grove VIC 3226",2,4,2,576,"$1,116,000",House,,VIC,Ocean Grove,3226
"Lot 518 Wattleside Drive, Ocean Grove VIC 3226",2,4,2,550,"$1,121,400",House,,VIC,Ocean Grove,3226
"Lot 519 Gumdrop Drive, Ocean Grove VIC 3226",2,4,2,512,"$1,097,900",House,,VIC,Ocean Grove,3226
"Lot 658 Coastal Boulevard, Ocean Grove VIC 3226",2,4,2,590,"$1,085,800",House,,VIC,Ocean Grove,3226
"Lot 508 Gumdrop Drive, Ocean Grove VIC 3226",2,4,2,512,"$1,104,900",House,,VIC,Ocean Grove,3226
"9 Summit Court, Hampton Park VIC 3976",2,3,2,552,"$715,000 to $780,000",House,,VIC,Hampton Park,3976
"1/65 Purnell Street, Altona VIC 3018",2,3,2,,"$950,000 - $1,020,000",Townhouse/Villa,,VIC,Altona,3018
"12 Taggiasca Drive, Wollert VIC 3750",2,4,2,,Price on Application,House,,VIC,Wollert,3750
"16 Pavo Street, Belmont VIC 3216",1,3,2,676,,House,,VIC,Belmont,3216
"101/276 Neerim Road, Carnegie VIC 3163",2,2,1,,,Apartment,,VIC,Carnegie,3163
"519/199 William Street, Melbourne VIC 3000",1,2,0,,,Apartment,,VIC,Melbourne,3000
"7 Woods Street, Stawell VIC 3380",2,3,3,970,"$450,000",House,,VIC,Stawell,3380
"30/1 The Esplanade, St Kilda VIC 3182",1,1,1,,"$420,000 - $460,000",Apartment,,VIC,St Kilda,3182
"477A Geelong Road, Yarraville VIC 3013",3,4,2,277,"$1,050,000 - $1,150,000",House,,VIC,Yarraville,3013
"13 William Street, Warrnambool VIC 3280",2,2,1,,Auction,House,,VIC,Warrnambool,3280
"18 Bovine Crescent, Donnybrook VIC 3064",2,4,2,,"$660,000-$680,000-Private Sale",House,Ensuite,VIC,Donnybrook,3064
"134 Hereford Road, Mount Evelyn VIC 3796",2,4,0,885,"$840,000 - $890,000",House,"Built In Robes, Deck, Ducted Heating, Fireplace, Shed, Split System AirCon, Split System Heating",VIC,Mount Evelyn,3796
"5C Bellairs Avenue, Seddon VIC 3011",3,4,2,244,"$1,600,000 - $1,700,000",Townhouse/Villa,"Study, Study",VIC,Seddon,3011
"34-36 Leggatt Crescent, Mount Martha VIC 3934",3,4,3,4920,"$5,750,000 - $5,950,000",House,"Built-In Wardrobes, Close to Transport, Close to Shops, Spa, Close to Schools, Ensuite, Floorboards, Outside Spa",VIC,Mount Martha,3934
"6/168 Canadian Bay Road, Mount Eliza VIC 3930",1,2,0,,"$485,000 to $525,000",Apartment,,VIC,Mount Eliza,3930
"3 Eliza Terrace, Mount Eliza VIC 3930",3,4,5,2819,"$2,200,000 - $2,400,000",House,,VIC,Mount Eliza,3930
"103 Koornalla Crescent, Mount Eliza VIC 3930",3,5,2,1803,"$1,750,000 - $1,895,000",House,,VIC,Mount Eliza,3930
"26 Seaview Avenue, Mornington VIC 3931",2,3,1,355,"$890,000 - $979,000",House,,VIC,Mornington,3931
"98 Grant Road, Somerville VIC 3912",2,6,4,37900,"$1,799,000 - $1,978,900",Any,,VIC,Somerville,3912
"4 Chitalwood Court, Nilma VIC 3821",2,4,6,7081.998735,Set Sale Date,Any,,VIC,Nilma,3821
"22 Ancho Road, Mickleham VIC 3064",0,0,0,294,Price on Application,Land,,VIC,Mickleham,3064
"86 Haywards Road, Timboon VIC 3268",2,4,4,6000,Price on Application,House,"Air conditioning, Ensuite, Built in wardrobes, Fireplace(s), Secure Parking",VIC,Timboon,3268
"CA 26 Buangor Road, Buangor VIC 3375",0,0,0,5922,"$159,000",Land,,VIC,Buangor,3375
"19926 Pittfsord Road, Manor Lakes VIC 3024",2,4,2,,"$674,093",House,,VIC,Manor Lakes,3024
"20121 Dryden Avenue, Manor Lakes VIC 3024",2,3,2,,"$546,183",House,,VIC,Manor Lakes,3024
"2412 Times Avenue, Berwick VIC 3806",2,3,2,,"$761,283",House,,VIC,Berwick,3806
"16 Pavo Street, Belmont VIC 3216",1,3,2,676,,House,,VIC,Belmont,3216
"101/276 Neerim Road, Carnegie VIC 3163",2,2,1,,,Apartment,,VIC,Carnegie,3163
"519/199 William Street, Melbourne VIC 3000",1,2,0,,,Apartment,,VIC,Melbourne,3000
"2360 Midland Highway, Springmount VIC 3364",0,0,0,271139.38014,"$730,000 - $760,000",Rural,,VIC,Springmount,3364
"2/20 Bourke Crescent, Hoppers Crossing VIC 3029",3,4,4,,"$600,000-$650,000",House,,VIC,Hoppers Crossing,3029
"7/22 Irvine Crescent, Brunswick West VIC 3055",2,2,1,,"$685,000 - $750,000",Townhouse/Villa,,VIC,Brunswick West,3055
"78 Chenin Street, Wollert VIC 3750",0,0,0,447,Auction Tuesday 16th July 2024 AT 11:00AM,Land,,VIC,Wollert,3750
"8 Italiante Street, Charlemont VIC 3217",0,0,0,313,"$300,000-$320,000",Land,,VIC,Charlemont,3217
"28 Box Hill Crescent, Mont Albert North VIC 3129",2,4,2,668,"$1,500,000 -$1,650,000",House,,VIC,Mont Albert North,3129
"12 Palmaston Drive, Greenvale VIC 3059",3,5,0,594,"$1,220,000 - $1,250,000",House,,VIC,Greenvale,3059
"34 Gunangara Drive, Campbells Creek VIC 3451",0,0,0,715,"$249,000",Land,,VIC,Campbells Creek,3451
"28 Manton Street, Richmond VIC 3121",1,2,0,,Contact Agent,House,,VIC,Richmond,3121
"407/183 High Street, Preston VIC 3072",2,3,2,,"Auction $700,000 - $750,000",Apartment,,VIC,Preston,3072
"508 Mount Dandenong Tourist Road, Olinda VIC 3788",1,2,0,38900,Contact Agent,House,,VIC,Olinda,3788
"20120 Dryden Avenue, Manor Lakes VIC 3024",2,3,2,,"$546,183",House,,VIC,Manor Lakes,3024
"4716 Stance Street, Beveridge VIC 3753",2,4,2,,"$670,648",House,,VIC,Beveridge,3753
"19936 Marcellus Street, Manor Lakes VIC 3024",2,4,2,,"$755,829",House,,VIC,Manor Lakes,3024
"34 Surrey Street, Box Hill South VIC 3128",1,3,2,600,"$1,450,000",House,,VIC,Box Hill South,3128
"37 Liverpool Road, Kilsyth VIC 3137",2,3,2,,"$690,000-$725,000",Apartment,"Built-In Wardrobes, Close to Transport, Close to Shops, Close to Schools, Courtyard, Dishwasher",VIC,Kilsyth,3137
"19904 Kaser Street, Manor Lakes VIC 3024",2,4,2,,"$714,148",House,,VIC,Manor Lakes,3024
"4266 Sensra Road, Wyndham Vale VIC 3024",2,3,2,,"$592,183",House,,VIC,Wyndham Vale,3024
"3/32 Holland Road, Ringwood East VIC 3135",2,3,2,264,"$850,000 - $900,000",House,,VIC,Ringwood East,3135
"7 William Avenue, Dandenong VIC 3175",3,5,8,860,AUCTION 13/07/24 @ 3:30 PM ON SITE!,House,,VIC,Dandenong,3175
"16 Pavo Street, Belmont VIC 3216",1,3,2,676,,House,,VIC,Belmont,3216
"101/276 Neerim Road, Carnegie VIC 3163",2,2,1,,,Apartment,,VIC,Carnegie,3163
"519/199 William Street, Melbourne VIC 3000",1,2,0,,,Apartment,,VIC,Melbourne,3000
